segment_id,avg_signal,min_signal,provider_best_signal,provider_redundancy_score,dead_zone_flag,risk_score,handover_risk,safe_flag,estimated_bandwidth_mbps
S317484,58.65,56.98,59.6,104.13,0,0.194,0.05,1,53.26
S317485,58.75,57.22,59.63,104.19,0,0.193,0.05,1,53.36
S317486,58.97,57.53,59.8,104.47,0,0.192,0.05,1,53.64
S317487,58.29,56.29,59.4,103.79,0,0.195,0.05,1,52.84
S317488,58.46,56.7,59.44,103.86,0,0.194,0.05,1,53.01
S317489,58.26,56.23,59.38,103.75,0,0.195,0.05,1,52.81
S317490,58.46,56.7,59.44,103.86,0,0.194,0.05,1,53.01
S317491,58.52,56.8,59.48,103.93,0,0.194,0.05,1,53.09
S317492,58.46,56.7,59.44,103.86,0,0.194,0.05,1,53.01
S318571,62.26,61.31,63.84,113.02,0,0.189,0.05,1,58.59
S318572,62.46,61.33,64.37,113.58,0,0.188,0.05,1,59.04
S318573,62.2,61.23,63.8,112.92,0,0.19,0.05,1,58.52
S318574,62.5,61.4,64.37,113.63,0,0.188,0.05,1,59.08
S318575,62.46,61.33,64.37,113.58,0,0.188,0.05,1,59.04
S318577,66.72,65.99,67.93,117.62,0,0.157,0.05,1,64.84
S318578,66.68,65.98,67.84,117.52,0,0.157,0.05,1,64.76
S318579,66.76,66.11,67.84,117.59,0,0.157,0.05,1,64.83
S319459,57.91,51.68,65.54,108.95,0,0.202,0.05,1,55.46
S319986,63.78,59.97,69.92,116.01,0,0.17,0.05,1,63.07
S319987,63.31,59.89,68.48,114.64,0,0.173,0.05,1,61.89
S320110,64.08,60.58,66.63,115.4,0,0.169,0.05,1,61.68
S320111,64.23,60.85,66.11,115.4,0,0.168,0.05,1,61.56
S320112,63.77,60.58,65.72,114.49,0,0.171,0.05,1,60.93
S320113,63.77,60.58,65.72,114.49,0,0.171,0.05,1,60.93
S320114,68.05,63.96,76.19,124.18,0,0.151,0.05,1,70.44
S320115,67.83,64.01,75.46,123.49,0,0.152,0.05,1,69.84
S320116,67.79,63.95,75.42,123.41,0,0.152,0.05,1,69.78
S320117,68.05,63.96,76.19,124.18,0,0.151,0.05,1,70.44
S320118,67.44,64.84,69.39,120.45,0,0.154,0.05,1,66.29
S320119,67.29,64.85,69.68,120.18,0,0.155,0.05,1,66.29
S320120,67.29,64.85,69.68,120.18,0,0.155,0.05,1,66.29
S320121,66.85,63.36,72.95,121.14,0,0.157,0.05,1,67.57
S320122,66.84,63.16,73.51,121.4,0,0.157,0.05,1,67.85
S320123,66.71,63.17,73.11,121.0,0,0.157,0.05,1,67.51
S320124,66.71,63.17,73.11,121.0,0,0.157,0.05,1,67.51
S320125,66.07,61.6,73.58,120.85,0,0.16,0.05,1,67.14
S320126,65.96,61.27,73.58,120.85,0,0.161,0.05,1,67.03
S320127,66.08,61.48,73.58,120.96,0,0.16,0.05,1,67.15
S320128,66.05,61.83,73.13,120.51,0,0.16,0.05,1,66.89
S320129,65.93,61.48,73.15,120.52,0,0.161,0.05,1,66.78
S320130,66.08,61.48,73.58,120.96,0,0.16,0.05,1,67.15
S320131,66.18,61.95,73.57,120.84,0,0.16,0.05,1,67.24
S320132,66.07,61.6,73.58,120.85,0,0.16,0.05,1,67.14
S320133,66.19,61.83,73.57,120.95,0,0.16,0.05,1,67.25
S320134,66.05,61.83,73.13,120.51,0,0.16,0.05,1,66.89
S320135,66.19,61.83,73.57,120.95,0,0.16,0.05,1,67.25
S320136,66.3,62.18,73.55,120.93,0,0.159,0.05,1,67.35
S320137,66.18,61.95,73.57,120.84,0,0.16,0.05,1,67.24
S320138,66.36,62.5,73.55,120.82,0,0.159,0.05,1,67.41
S320139,66.3,62.18,73.55,120.93,0,0.159,0.05,1,67.35
S320140,44.87,42.78,48.33,96.32,0,0.288,0.05,0,36.71
S320141,44.9,42.8,48.46,96.38,0,0.287,0.05,0,36.79
S320142,45.02,43.25,48.33,96.29,0,0.287,0.05,0,36.83
S320143,44.91,42.78,48.49,96.41,0,0.287,0.05,0,36.81
S320144,66.21,63.63,71.04,119.01,0,0.16,0.05,1,65.96
S320145,45.06,43.27,48.46,96.38,0,0.287,0.05,0,36.91
S320146,66.39,63.99,71.04,119.14,0,0.159,0.05,1,66.13
S320147,45.02,43.25,48.33,96.29,0,0.287,0.05,0,36.83
S320148,66.21,63.63,71.04,119.01,0,0.16,0.05,1,65.96
S320149,66.17,63.6,70.87,118.9,0,0.16,0.05,1,65.83
S320150,66.33,63.99,70.87,118.98,0,0.159,0.05,1,65.98
S320151,41.88,39.31,45.51,93.41,0,0.313,0.05,0,33.27
S320152,41.77,38.98,45.53,93.4,0,0.314,0.05,0,33.2
S320153,41.87,39.16,45.65,93.52,0,0.313,0.05,0,33.32
S320154,41.87,39.16,45.65,93.52,0,0.313,0.05,0,33.32
S320155,66.64,63.6,71.75,120.19,0,0.158,0.05,1,66.74
S320156,66.7,63.59,71.73,120.32,0,0.157,0.05,1,66.79
S320157,66.85,63.59,72.37,120.82,0,0.157,0.05,1,67.26
S320158,66.35,63.39,72.01,119.75,0,0.159,0.05,1,66.59
S320159,66.26,63.39,71.69,119.46,0,0.159,0.05,1,66.34
S320160,66.59,63.66,71.75,120.02,0,0.158,0.05,1,66.69
S320161,66.35,63.39,72.01,119.75,0,0.159,0.05,1,66.59
S320162,66.75,63.59,71.7,120.43,0,0.157,0.05,1,66.82
S320163,66.7,63.59,71.73,120.32,0,0.157,0.05,1,66.79
S320164,66.83,63.82,71.7,120.43,0,0.157,0.05,1,66.9
S320165,66.62,63.83,71.07,119.79,0,0.158,0.05,1,66.37
S320166,66.68,63.88,71.19,119.92,0,0.157,0.05,1,66.49
S320167,66.83,63.82,71.7,120.43,0,0.157,0.05,1,66.9
S320168,66.44,63.98,70.99,119.25,0,0.159,0.05,1,66.15
S320169,66.51,63.9,70.99,119.47,0,0.158,0.05,1,66.22
S320170,66.68,63.88,71.19,119.92,0,0.157,0.05,1,66.49
S320171,66.51,63.9,70.99,119.47,0,0.158,0.05,1,66.22
S320172,66.48,63.91,70.9,119.38,0,0.158,0.05,1,66.14
S320173,66.55,63.9,71.09,119.59,0,0.158,0.05,1,66.31
S320174,66.44,64.15,70.21,118.94,0,0.158,0.05,1,65.75
S320175,66.45,64.14,70.33,118.98,0,0.158,0.05,1,65.82
S320176,66.55,64.14,70.57,119.28,0,0.158,0.05,1,66.04
S320177,66.81,63.67,71.65,120.49,0,0.157,0.05,1,66.85
S320178,66.77,63.74,71.41,120.27,0,0.157,0.05,1,66.69
S320179,66.86,63.68,71.41,120.53,0,0.157,0.05,1,66.77
S320180,66.92,63.68,71.6,120.71,0,0.156,0.05,1,66.93
S320181,66.86,63.68,71.41,120.53,0,0.157,0.05,1,66.77
S320182,66.87,63.73,71.33,120.5,0,0.157,0.05,1,66.74
S320183,66.62,63.83,71.07,119.79,0,0.158,0.05,1,66.37
S320184,66.68,63.84,71.03,119.9,0,0.157,0.05,1,66.4
S320185,66.64,63.93,71.03,119.76,0,0.158,0.05,1,66.37
S320186,66.74,63.84,71.23,120.1,0,0.157,0.05,1,66.57
S320187,66.69,63.94,70.97,119.85,0,0.157,0.05,1,66.38
S320188,66.68,63.84,71.03,119.9,0,0.157,0.05,1,66.4
S320189,66.74,63.85,70.97,120.02,0,0.157,0.05,1,66.43
S320190,66.82,63.85,70.88,120.17,0,0.157,0.05,1,66.46
S320191,66.79,63.85,70.92,120.13,0,0.157,0.05,1,66.45
S320192,66.85,63.96,70.88,120.16,0,0.157,0.05,1,66.49
S320193,66.84,63.86,70.86,120.21,0,0.157,0.05,1,66.47
S320194,66.91,63.84,71.14,120.44,0,0.156,0.05,1,66.68
S320195,66.82,63.85,70.88,120.17,0,0.157,0.05,1,66.46
S320196,66.77,63.74,71.23,120.22,0,0.157,0.05,1,66.59
S320197,66.84,63.74,71.2,120.38,0,0.157,0.05,1,66.65
S320198,66.81,63.85,71.2,120.25,0,0.157,0.05,1,66.62
S320199,66.79,63.85,70.92,120.13,0,0.157,0.05,1,66.45
S320200,66.74,63.85,70.97,120.02,0,0.157,0.05,1,66.43
S320201,66.81,63.85,71.2,120.25,0,0.157,0.05,1,66.62
S320202,66.77,63.95,70.92,120.0,0,0.157,0.05,1,66.43
S320203,66.7,63.95,70.71,119.8,0,0.157,0.05,1,66.26
S320204,66.71,64.03,70.64,119.74,0,0.157,0.05,1,66.23
S320205,66.77,63.96,70.64,119.92,0,0.157,0.05,1,66.29
S320206,66.77,63.95,70.92,120.0,0,0.157,0.05,1,66.43
S320207,66.67,64.03,70.51,119.61,0,0.157,0.05,1,66.12
S320208,66.71,64.03,70.64,119.74,0,0.157,0.05,1,66.23
S320209,66.74,64.03,70.43,119.76,0,0.157,0.05,1,66.15
S320210,66.81,63.96,70.57,120.0,0,0.157,0.05,1,66.29
S320211,66.79,64.03,70.57,119.89,0,0.157,0.05,1,66.27
S320212,66.77,63.96,70.64,119.92,0,0.157,0.05,1,66.29
S320213,66.85,63.96,70.88,120.16,0,0.157,0.05,1,66.49
S320214,66.81,64.03,70.37,119.89,0,0.157,0.05,1,66.19
S320215,66.79,64.03,70.57,119.89,0,0.157,0.05,1,66.27
S320216,66.74,64.03,70.43,119.76,0,0.157,0.05,1,66.15
S320217,67.14,63.72,71.13,121.05,0,0.155,0.05,1,66.9
S320218,67.11,63.79,70.95,120.9,0,0.155,0.05,1,66.78
S320219,67.12,63.73,71.08,121.0,0,0.155,0.05,1,66.85
S320220,66.99,63.79,71.08,120.66,0,0.156,0.05,1,66.73
S320221,66.98,63.73,71.17,120.69,0,0.156,0.05,1,66.77
S320222,67.12,63.73,71.08,121.0,0,0.155,0.05,1,66.85
S320223,67.05,63.73,71.4,120.91,0,0.156,0.05,1,66.95
S320224,66.83,63.74,71.17,120.35,0,0.157,0.05,1,66.62
S320225,66.98,63.73,71.17,120.69,0,0.156,0.05,1,66.77
S320226,66.87,63.73,71.33,120.5,0,0.157,0.05,1,66.74
S320227,66.89,63.96,70.8,120.23,0,0.156,0.05,1,66.49
S320228,66.84,63.86,70.86,120.21,0,0.157,0.05,1,66.47
S320229,66.9,63.86,70.8,120.32,0,0.156,0.05,1,66.5
S320230,67.0,63.95,70.75,120.49,0,0.156,0.05,1,66.57
S320231,67.08,63.85,70.75,120.74,0,0.156,0.05,1,66.64
S320232,66.94,63.85,70.77,120.41,0,0.156,0.05,1,66.52
S320233,66.98,63.85,70.91,120.55,0,0.156,0.05,1,66.63
S320234,67.09,63.84,70.79,120.78,0,0.156,0.05,1,66.67
S320235,67.06,63.87,70.64,120.65,0,0.156,0.05,1,66.57
S320236,67.08,63.85,70.75,120.74,0,0.156,0.05,1,66.64
S320237,66.94,63.85,70.94,120.46,0,0.156,0.05,1,66.61
S320238,66.94,63.85,70.77,120.41,0,0.156,0.05,1,66.52
S320239,66.9,63.86,70.8,120.32,0,0.156,0.05,1,66.5
S320240,66.94,63.85,70.94,120.46,0,0.156,0.05,1,66.61
S320241,66.99,63.79,71.08,120.66,0,0.156,0.05,1,66.73
S320242,67.1,63.79,70.91,120.86,0,0.156,0.05,1,66.75
S320243,66.98,63.85,70.91,120.55,0,0.156,0.05,1,66.63
S320244,67.11,63.79,70.95,120.9,0,0.155,0.05,1,66.78
S320245,67.09,63.84,70.79,120.78,0,0.156,0.05,1,66.67
S320246,67.1,63.79,70.91,120.86,0,0.156,0.05,1,66.75
S320247,66.83,64.03,70.44,119.95,0,0.157,0.05,1,66.24
S320248,66.83,63.99,70.53,120.01,0,0.157,0.05,1,66.29
S320249,66.93,63.99,70.44,120.21,0,0.156,0.05,1,66.34
S320250,67.0,63.98,70.37,120.36,0,0.156,0.05,1,66.37
S320251,66.93,63.99,70.44,120.21,0,0.156,0.05,1,66.34
S320252,66.94,63.98,70.47,120.24,0,0.156,0.05,1,66.36
S320253,67.01,63.98,70.39,120.39,0,0.156,0.05,1,66.39
S320254,67.01,64.05,70.3,120.32,0,0.156,0.05,1,66.34
S320255,67.0,63.98,70.37,120.36,0,0.156,0.05,1,66.37
S320256,67.07,63.28,72.26,121.51,0,0.156,0.05,1,67.42
S320257,66.58,64.02,70.57,119.44,0,0.158,0.05,1,66.07
S320258,66.54,64.01,70.67,119.37,0,0.158,0.05,1,66.08
S320259,66.55,64.14,70.57,119.28,0,0.158,0.05,1,66.04
S320260,66.58,64.01,70.78,119.5,0,0.158,0.05,1,66.18
S320266,66.47,64.26,70.18,118.91,0,0.158,0.05,1,65.76
S320267,66.47,64.16,70.18,118.99,0,0.158,0.05,1,65.76
S320268,66.44,64.15,70.21,118.94,0,0.158,0.05,1,65.75
S320269,66.47,64.26,70.18,118.91,0,0.158,0.05,1,65.76
S320270,66.66,64.38,69.9,119.18,0,0.158,0.05,1,65.8
S320271,66.71,64.24,69.9,119.41,0,0.157,0.05,1,65.85
S320272,66.62,64.21,69.94,119.22,0,0.158,0.05,1,65.78
S320273,66.5,64.38,69.61,118.75,0,0.158,0.05,1,65.5
S320274,66.66,64.38,69.9,119.18,0,0.158,0.05,1,65.8
S320275,66.55,64.39,69.48,118.81,0,0.158,0.05,1,65.48
S320276,66.36,64.4,69.61,118.42,0,0.159,0.05,1,65.36
S320277,66.55,64.35,70.09,118.99,0,0.158,0.05,1,65.79
S320278,66.5,64.38,69.61,118.75,0,0.158,0.05,1,65.5
S320279,66.58,64.39,69.5,118.89,0,0.158,0.05,1,65.52
S320280,66.55,64.39,69.48,118.81,0,0.158,0.05,1,65.48
S320281,66.54,64.45,69.4,118.72,0,0.158,0.05,1,65.43
S320282,66.31,64.47,69.49,118.23,0,0.159,0.05,1,65.25
S320283,66.34,64.49,69.3,118.21,0,0.159,0.05,1,65.18
S320284,66.34,64.47,69.49,118.28,0,0.159,0.05,1,65.28
S320285,66.35,64.5,69.21,118.22,0,0.159,0.05,1,65.15
S320286,66.38,64.63,69.18,118.18,0,0.159,0.05,1,65.16
S320287,66.4,64.52,69.18,118.3,0,0.159,0.05,1,65.18
S320288,66.38,64.67,68.83,118.05,0,0.159,0.05,1,64.98
S320289,66.38,64.63,69.18,118.18,0,0.159,0.05,1,65.16
S320290,66.26,64.63,68.97,117.86,0,0.159,0.05,1,64.94
S320291,66.45,64.67,68.83,118.21,0,0.158,0.05,1,65.05
S320292,66.38,64.67,68.83,118.05,0,0.159,0.05,1,64.98
S320293,66.58,64.71,68.6,118.43,0,0.158,0.05,1,65.05
S320294,66.53,64.78,68.41,118.22,0,0.158,0.05,1,64.91
S320295,66.58,64.71,68.62,118.42,0,0.158,0.05,1,65.06
S320296,66.72,64.48,69.29,119.07,0,0.157,0.05,1,65.54
S320297,66.63,64.48,69.27,118.88,0,0.158,0.05,1,65.45
S320396,66.58,64.39,69.5,118.89,0,0.158,0.05,1,65.52
S320397,66.66,64.35,69.66,119.13,0,0.158,0.05,1,65.68
S320398,66.76,64.39,69.5,119.29,0,0.157,0.05,1,65.69
S320399,66.78,64.39,69.42,119.31,0,0.157,0.05,1,65.67
S320400,66.76,64.39,69.5,119.29,0,0.157,0.05,1,65.69
S320401,66.66,64.35,69.66,119.13,0,0.158,0.05,1,65.68
S320402,66.7,64.28,69.77,119.3,0,0.157,0.05,1,65.77
S320403,66.84,64.33,69.66,119.56,0,0.157,0.05,1,65.85
S320404,66.84,64.33,69.5,119.52,0,0.157,0.05,1,65.77
S320405,66.84,64.33,69.66,119.56,0,0.157,0.05,1,65.85
S320406,65.96,63.82,69.63,117.95,0,0.161,0.05,1,64.99
S320407,44.83,43.25,47.27,95.77,0,0.288,0.05,0,36.24
S320408,65.91,63.63,69.52,117.95,0,0.161,0.05,1,64.89
S320409,65.91,63.63,69.52,117.95,0,0.161,0.05,1,64.89
S320410,66.28,64.12,70.47,118.66,0,0.159,0.05,1,65.73
S320411,66.06,63.91,69.99,118.21,0,0.16,0.05,1,65.27
S320412,44.98,43.46,47.8,95.99,0,0.287,0.05,0,36.57
S320413,44.98,43.31,48.01,96.13,0,0.287,0.05,0,36.66
S320414,44.98,43.46,47.8,95.99,0,0.287,0.05,0,36.57
S320415,44.85,43.04,47.88,96.01,0,0.288,0.05,0,36.51
S320416,66.27,64.08,70.6,118.69,0,0.159,0.05,1,65.79
S320417,66.12,63.69,70.63,118.67,0,0.16,0.05,1,65.66
S320418,44.98,43.31,48.01,96.13,0,0.287,0.05,0,36.66
S320419,44.8,42.82,47.99,96.07,0,0.288,0.05,0,36.51
S320420,44.8,42.82,47.99,96.07,0,0.288,0.05,0,36.51
S320421,44.74,42.67,47.94,96.03,0,0.288,0.05,0,36.45
S320422,44.72,42.62,47.95,96.03,0,0.288,0.05,0,36.43
S320423,44.75,42.65,47.95,96.1,0,0.288,0.05,0,36.46
S320424,44.72,42.62,47.95,96.03,0,0.288,0.05,0,36.43
S320425,44.75,42.43,48.23,96.3,0,0.288,0.05,0,36.57
S320426,66.04,63.86,69.91,118.16,0,0.16,0.05,1,65.21
S320427,66.06,63.91,69.99,118.21,0,0.16,0.05,1,65.27
S320428,44.96,43.43,47.75,95.97,0,0.287,0.05,0,36.54
S320429,44.73,42.67,47.88,96.03,0,0.288,0.05,0,36.41
S320430,44.74,42.67,47.94,96.03,0,0.288,0.05,0,36.45
S320431,44.85,43.04,47.88,96.01,0,0.288,0.05,0,36.51
S320432,44.73,42.67,47.88,96.03,0,0.288,0.05,0,36.41
S320433,44.96,43.43,47.75,95.97,0,0.287,0.05,0,36.54
S320434,44.75,42.65,47.95,96.1,0,0.288,0.05,0,36.46
S320435,44.83,42.75,48.23,96.22,0,0.288,0.05,0,36.64
S320436,44.74,42.43,48.32,96.28,0,0.288,0.05,0,36.6
S320437,44.75,42.43,48.23,96.3,0,0.288,0.05,0,36.57
S320438,41.8,39.33,45.13,93.18,0,0.313,0.05,0,33.06
S320439,41.76,39.22,45.13,93.17,0,0.314,0.05,0,33.03
S320440,41.9,39.31,45.46,93.49,0,0.313,0.05,0,33.27
S320441,41.8,39.33,45.13,93.18,0,0.313,0.05,0,33.06
S320442,44.6,42.01,48.36,96.28,0,0.289,0.05,0,36.51
S320443,41.88,39.31,45.51,93.41,0,0.313,0.05,0,33.27
S320444,41.9,39.31,45.46,93.49,0,0.313,0.05,0,33.27
S320445,44.66,42.06,48.54,96.39,0,0.289,0.05,0,36.63
S320446,44.69,42.07,48.62,96.46,0,0.288,0.05,0,36.69
S320447,44.66,42.06,48.56,96.4,0,0.289,0.05,0,36.64
S320448,44.66,42.06,48.56,96.4,0,0.289,0.05,0,36.64
S320449,41.48,38.32,45.26,93.2,0,0.315,0.05,0,32.87
S320450,41.71,38.7,45.58,93.53,0,0.314,0.05,0,33.17
S320451,41.66,38.83,45.29,93.24,0,0.314,0.05,0,33.02
S320452,41.55,38.45,45.23,93.3,0,0.315,0.05,0,32.91
S320453,41.69,38.84,45.29,93.32,0,0.314,0.05,0,33.04
S320454,41.7,38.86,45.37,93.33,0,0.314,0.05,0,33.08
S320455,41.66,38.83,45.29,93.24,0,0.314,0.05,0,33.02
S320456,41.69,38.84,45.29,93.32,0,0.314,0.05,0,33.04
S320457,41.7,38.99,45.09,93.23,0,0.314,0.05,0,32.97
S320458,41.64,38.84,45.1,93.17,0,0.314,0.05,0,32.93
S320459,41.69,38.86,45.37,93.29,0,0.314,0.05,0,33.07
S320460,41.7,38.87,45.4,93.32,0,0.314,0.05,0,33.09
S320461,41.69,38.86,45.37,93.29,0,0.314,0.05,0,33.07
S320462,41.7,38.86,45.37,93.33,0,0.314,0.05,0,33.08
S326340,68.7,68.1,69.33,120.83,0,0.148,0.05,1,67.47
S326344,66.7,66.19,67.04,117.19,0,0.157,0.05,1,64.37
S326345,66.7,66.19,67.04,117.19,0,0.157,0.05,1,64.37
S326522,60.8,60.48,61.26,106.77,0,0.184,0.05,1,55.99
S326523,60.88,60.56,61.34,106.91,0,0.184,0.05,1,56.1
S331797,59.64,56.12,61.59,107.51,0,0.189,0.05,1,55.1
S331798,59.69,55.93,61.75,107.78,0,0.189,0.05,1,55.23
S331799,59.55,55.87,61.58,107.48,0,0.19,0.05,1,55.02
S331800,60.43,57.25,62.21,108.6,0,0.186,0.05,1,56.12
S331801,60.48,57.25,62.28,108.72,0,0.185,0.05,1,56.2
S331802,60.64,57.76,62.26,108.69,0,0.185,0.05,1,56.33
S331803,60.64,57.76,62.26,108.69,0,0.185,0.05,1,56.33
S331804,61.19,59.53,62.18,108.58,0,0.182,0.05,1,56.8
S331805,60.89,58.72,62.14,108.49,0,0.184,0.05,1,56.5
S331806,61.08,58.95,62.3,108.78,0,0.183,0.05,1,56.75
S331807,61.08,58.95,62.3,108.78,0,0.183,0.05,1,56.75
S331808,60.97,58.42,62.42,108.97,0,0.183,0.05,1,56.71
S331809,60.97,58.42,62.42,108.97,0,0.183,0.05,1,56.71
S331810,60.97,58.42,62.42,108.97,0,0.183,0.05,1,56.71
S331811,61.23,59.05,62.49,109.1,0,0.182,0.05,1,56.98
S331817,57.81,53.13,60.34,105.31,0,0.197,0.05,1,52.87
S331818,58.11,53.55,60.57,105.72,0,0.196,0.05,1,53.24
S331819,58.08,53.79,60.4,105.43,0,0.196,0.05,1,53.14
S331820,58.08,53.79,60.4,105.43,0,0.196,0.05,1,53.14
S331821,57.76,53.5,60.07,104.86,0,0.198,0.05,1,52.69
S331822,57.74,53.44,60.07,104.85,0,0.198,0.05,1,52.68
S331823,57.87,53.77,60.09,104.9,0,0.197,0.05,1,52.8
S331829,59.53,58.23,60.31,105.35,0,0.19,0.05,1,54.39
S331830,59.31,57.7,60.24,105.23,0,0.191,0.05,1,54.16
S331831,59.31,57.7,60.24,105.23,0,0.191,0.05,1,54.16
S331832,67.79,63.95,75.42,123.41,0,0.152,0.05,1,69.78
S331833,67.39,64.05,74.01,122.1,0,0.154,0.05,1,68.65
S331834,67.43,64.26,73.7,121.95,0,0.154,0.05,1,68.52
S331835,67.31,64.05,73.75,121.84,0,0.155,0.05,1,68.43
S331878,59.68,57.56,60.89,106.34,0,0.189,0.05,1,54.8
S331879,59.65,57.56,60.85,106.26,0,0.189,0.05,1,54.76
S331880,60.17,58.71,61.05,106.62,0,0.187,0.05,1,55.32
S331881,59.68,57.56,60.89,106.34,0,0.189,0.05,1,54.8
S331882,60.25,58.57,61.24,106.95,0,0.186,0.05,1,55.48
S331883,60.2,58.48,61.22,106.9,0,0.187,0.05,1,55.43
S331884,60.2,58.48,61.22,106.9,0,0.187,0.05,1,55.43
S331885,61.06,60.63,61.4,107.26,0,0.183,0.05,1,56.3
S331886,61.06,60.63,61.4,107.26,0,0.183,0.05,1,56.3
S331887,61.06,60.63,61.4,107.26,0,0.183,0.05,1,56.3
S331888,61.1,60.75,61.41,107.27,0,0.183,0.05,1,56.34
S331889,61.1,60.75,61.41,107.27,0,0.183,0.05,1,56.34
S331890,61.1,60.75,61.41,107.27,0,0.183,0.05,1,56.34
S331891,61.15,60.87,61.42,107.29,0,0.182,0.05,1,56.39
S331892,61.15,60.87,61.42,107.29,0,0.182,0.05,1,56.39
S331893,61.15,60.87,61.42,107.29,0,0.182,0.05,1,56.39
S331894,61.19,60.98,61.43,107.3,0,0.182,0.05,1,56.43
S331895,61.3,61.2,61.45,107.39,0,0.182,0.05,1,56.54
S331896,61.57,61.39,61.69,107.92,0,0.18,0.05,1,56.9
S331897,61.57,61.39,61.69,107.92,0,0.18,0.05,1,56.9
S331898,61.62,61.4,61.83,108.07,0,0.18,0.05,1,57.02
S331899,61.57,61.39,61.69,107.92,0,0.18,0.05,1,56.9
S331900,61.43,61.23,61.67,107.72,0,0.181,0.05,1,56.76
S331901,61.51,61.39,61.64,107.77,0,0.181,0.05,1,56.82
S331902,61.39,61.16,61.63,107.66,0,0.181,0.05,1,56.71
S331903,61.5,61.38,61.63,107.74,0,0.181,0.05,1,56.81
S331904,61.46,61.35,61.61,107.68,0,0.181,0.05,1,56.76
S331905,61.46,61.35,61.61,107.68,0,0.181,0.05,1,56.76
S331906,61.34,61.08,61.59,107.59,0,0.181,0.05,1,56.64
S331907,61.46,61.35,61.61,107.68,0,0.181,0.05,1,56.76
S331908,61.39,61.16,61.63,107.66,0,0.181,0.05,1,56.71
S331909,61.56,61.43,61.68,107.87,0,0.18,0.05,1,56.89
S331910,61.62,61.46,61.72,107.97,0,0.18,0.05,1,56.96
S331911,61.56,61.43,61.68,107.87,0,0.18,0.05,1,56.89
S331912,61.48,61.3,61.7,107.78,0,0.181,0.05,1,56.82
S331913,61.43,61.23,61.67,107.72,0,0.181,0.05,1,56.76
S331914,61.56,61.43,61.68,107.87,0,0.18,0.05,1,56.89
S331915,61.62,61.46,61.72,107.97,0,0.18,0.05,1,56.96
S331916,61.65,61.49,61.74,108.03,0,0.18,0.05,1,57.0
S331917,61.62,61.46,61.72,107.97,0,0.18,0.05,1,56.96
S331918,61.53,61.37,61.74,107.85,0,0.181,0.05,1,56.89
S331919,61.48,61.3,61.7,107.78,0,0.181,0.05,1,56.82
S331920,61.62,61.46,61.72,107.97,0,0.18,0.05,1,56.96
S331921,61.67,61.5,61.75,108.06,0,0.18,0.05,1,57.02
S331922,61.7,61.52,61.79,108.12,0,0.18,0.05,1,57.07
S331923,61.67,61.5,61.75,108.06,0,0.18,0.05,1,57.02
S331924,61.57,61.44,61.77,107.91,0,0.18,0.05,1,56.94
S331925,61.53,61.37,61.74,107.85,0,0.181,0.05,1,56.89
S331926,61.67,61.5,61.75,108.06,0,0.18,0.05,1,57.02
S331927,61.72,61.54,61.82,108.17,0,0.18,0.05,1,57.1
S331928,61.78,61.58,61.92,108.3,0,0.179,0.05,1,57.21
S331929,61.72,61.54,61.82,108.17,0,0.18,0.05,1,57.1
S331930,61.64,61.53,61.83,108.0,0,0.18,0.05,1,57.03
S331931,61.57,61.44,61.77,107.91,0,0.18,0.05,1,56.94
S331932,61.72,61.54,61.82,108.17,0,0.18,0.05,1,57.1
S331933,61.77,60.78,62.42,109.01,0,0.18,0.05,1,57.44
S331934,61.77,60.26,62.68,109.46,0,0.18,0.05,1,57.57
S331935,61.9,60.96,62.52,109.19,0,0.179,0.05,1,57.61
S331936,61.77,60.78,62.42,109.01,0,0.18,0.05,1,57.44
S331937,61.77,60.78,62.42,109.01,0,0.18,0.05,1,57.44
S331938,61.96,61.04,62.57,109.27,0,0.179,0.05,1,57.69
S331939,61.9,60.96,62.52,109.19,0,0.179,0.05,1,57.61
S331940,62.12,61.57,62.53,109.22,0,0.178,0.05,1,57.82
S331941,62.58,62.47,62.74,109.64,0,0.176,0.05,1,58.34
S331942,62.37,62.24,62.58,109.31,0,0.177,0.05,1,58.07
S331943,62.37,62.24,62.58,109.31,0,0.177,0.05,1,58.07
S331944,62.92,62.15,64.23,111.01,0,0.174,0.05,1,59.4
S331945,62.75,62.04,63.95,110.65,0,0.175,0.05,1,59.1
S331946,62.75,62.04,63.95,110.65,0,0.175,0.05,1,59.1
S331947,62.6,62.02,63.52,110.21,0,0.176,0.05,1,58.75
S331948,62.73,62.12,63.69,110.46,0,0.175,0.05,1,58.95
S331949,62.75,62.04,63.95,110.65,0,0.175,0.05,1,59.1
S332022,68.23,64.81,75.06,123.68,0,0.15,0.05,1,70.02
S332023,68.25,64.81,75.11,123.73,0,0.15,0.05,1,70.07
S332024,68.43,65.1,75.06,123.9,0,0.15,0.05,1,70.22
S332025,68.03,64.79,74.48,123.1,0,0.151,0.05,1,69.52
S332032,66.04,65.53,66.9,116.17,0,0.16,0.05,1,63.67
S332033,66.14,65.49,67.27,116.52,0,0.16,0.05,1,63.95
S332034,66.01,65.49,66.87,116.12,0,0.16,0.05,1,63.62
S332035,66.14,65.49,67.27,116.52,0,0.16,0.05,1,63.95
S332036,66.04,65.53,66.9,116.17,0,0.16,0.05,1,63.67
S332037,66.06,65.55,66.91,116.2,0,0.16,0.05,1,63.69
